,xmin,ymin,xmax,ymax,label,file,width,height,annotation_file,image_file,cropped_image_file
1020,143,93,175,126,with_mask,maksssksksss288,400,225,maksssksksss288.xml,maksssksksss288.png,maksssksksss288-1020.png
1021,198,97,229,125,with_mask,maksssksksss288,400,225,maksssksksss288.xml,maksssksksss288.png,maksssksksss288-1021.png
1022,89,193,149,258,without_mask,maksssksksss289,267,400,maksssksksss289.xml,maksssksksss289.png,maksssksksss289-1022.png
1023,249,300,267,349,without_mask,maksssksksss289,267,400,maksssksksss289.xml,maksssksksss289.png,maksssksksss289-1023.png
1024,50,96,120,171,with_mask,maksssksksss29,400,295,maksssksksss29.xml,maksssksksss29.png,maksssksksss29-1024.png
1025,223,81,285,159,mask_incorrectly_worn,maksssksksss29,400,295,maksssksksss29.xml,maksssksksss29.png,maksssksksss29-1025.png
1026,279,44,340,114,mask_incorrectly_worn,maksssksksss29,400,295,maksssksksss29.xml,maksssksksss29.png,maksssksksss29-1026.png
1027,314,63,338,92,with_mask,maksssksksss290,400,268,maksssksksss290.xml,maksssksksss290.png,maksssksksss290-1027.png
1028,184,42,213,72,with_mask,maksssksksss290,400,268,maksssksksss290.xml,maksssksksss290.png,maksssksksss290-1028.png
1029,275,65,296,91,with_mask,maksssksksss290,400,268,maksssksksss290.xml,maksssksksss290.png,maksssksksss290-1029.png
1030,256,82,277,95,with_mask,maksssksksss290,400,268,maksssksksss290.xml,maksssksksss290.png,maksssksksss290-1030.png
1031,89,87,118,116,with_mask,maksssksksss290,400,268,maksssksksss290.xml,maksssksksss290.png,maksssksksss290-1031.png
1032,133,89,154,113,with_mask,maksssksksss290,400,268,maksssksksss290.xml,maksssksksss290.png,maksssksksss290-1032.png
1033,365,98,370,103,with_mask,maksssksksss290,400,268,maksssksksss290.xml,maksssksksss290.png,maksssksksss290-1033.png
1034,136,259,200,359,with_mask,maksssksksss291,301,400,maksssksksss291.xml,maksssksksss291.png,maksssksksss291-1034.png
1035,189,88,220,125,with_mask,maksssksksss292,400,300,maksssksksss292.xml,maksssksksss292.png,maksssksksss292-1035.png
1036,144,65,178,109,with_mask,maksssksksss292,400,300,maksssksksss292.xml,maksssksksss292.png,maksssksksss292-1036.png
1037,5,102,51,163,with_mask,maksssksksss293,400,289,maksssksksss293.xml,maksssksksss293.png,maksssksksss293-1037.png
1038,143,129,199,183,with_mask,maksssksksss293,400,289,maksssksksss293.xml,maksssksksss293.png,maksssksksss293-1038.png
1039,267,66,318,117,with_mask,maksssksksss293,400,289,maksssksksss293.xml,maksssksksss293.png,maksssksksss293-1039.png
1040,70,73,125,126,with_mask,maksssksksss293,400,289,maksssksksss293.xml,maksssksksss293.png,maksssksksss293-1040.png
1041,63,59,77,82,with_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1041.png
1042,131,81,151,102,with_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1042.png
1043,202,78,223,100,with_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1043.png
1044,293,72,315,95,with_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1044.png
1045,343,71,354,99,with_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1045.png
1046,271,73,278,82,without_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1046.png
1047,236,91,243,99,without_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1047.png
1048,236,76,243,83,without_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1048.png
1049,264,76,268,82,with_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1049.png
1050,281,72,286,78,with_mask,maksssksksss294,400,241,maksssksksss294.xml,maksssksksss294.png,maksssksksss294-1050.png
1051,92,76,168,162,with_mask,maksssksksss295,267,400,maksssksksss295.xml,maksssksksss295.png,maksssksksss295-1051.png
1052,42,88,68,112,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1052.png
1053,46,59,69,78,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1053.png
1054,77,56,97,72,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1054.png
1055,101,69,120,87,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1055.png
1056,114,51,132,70,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1056.png
1057,84,34,105,56,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1057.png
1058,42,125,62,158,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1058.png
1059,63,138,93,171,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1059.png
1060,91,162,121,197,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1060.png
1061,129,176,168,218,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1061.png
1062,136,102,162,131,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1062.png
1063,136,69,161,89,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1063.png
1064,140,33,155,48,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1064.png
1065,177,32,194,54,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1065.png
1066,172,46,184,65,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1066.png
1067,196,33,213,52,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1067.png
1068,221,22,237,40,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1068.png
1069,236,35,261,60,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1069.png
1070,175,90,197,114,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1070.png
1071,170,130,196,153,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1071.png
1072,213,101,238,130,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1072.png
1073,185,169,202,193,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1073.png
1074,165,172,182,207,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1074.png
1075,229,186,265,223,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1075.png
1076,244,113,272,141,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1076.png
1077,271,161,292,195,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1077.png
1078,262,82,282,103,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1078.png
1079,292,107,315,132,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1079.png
1080,262,18,282,38,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1080.png
1081,263,48,279,62,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1081.png
1082,282,26,300,43,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1082.png
1083,321,18,335,36,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1083.png
1084,296,49,314,67,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1084.png
1085,322,106,350,124,with_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1085.png
1086,341,154,373,182,without_mask,maksssksksss296,400,226,maksssksksss296.xml,maksssksksss296.png,maksssksksss296-1086.png
1087,102,17,112,31,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1087.png
1088,87,26,103,41,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1088.png
1089,50,125,82,156,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1089.png
1090,123,102,148,130,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1090.png
1091,157,57,179,82,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1091.png
1092,157,4,165,12,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1092.png
1093,180,7,187,17,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1093.png
1094,217,13,229,24,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1094.png
1095,207,44,228,68,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1095.png
1096,216,81,241,108,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1096.png
1097,250,43,273,67,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1097.png
1098,294,22,306,35,without_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1098.png
1099,318,27,332,44,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1099.png
1100,310,5,321,17,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1100.png
1101,334,3,348,16,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1101.png
1102,354,10,367,20,with_mask,maksssksksss297,400,221,maksssksksss297.xml,maksssksksss297.png,maksssksksss297-1102.png
1103,124,114,209,212,with_mask,maksssksksss298,400,282,maksssksksss298.xml,maksssksksss298.png,maksssksksss298-1103.png
1104,248,52,324,140,with_mask,maksssksksss298,400,282,maksssksksss298.xml,maksssksksss298.png,maksssksksss298-1104.png
1105,62,194,160,320,without_mask,maksssksksss299,301,400,maksssksksss299.xml,maksssksksss299.png,maksssksksss299-1105.png
1106,52,53,73,76,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1106.png
1107,72,53,92,75,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1107.png
1108,112,51,120,68,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1108.png
1109,155,60,177,83,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1109.png
1110,189,59,210,80,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1110.png
1111,235,57,257,78,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1111.png
1112,289,60,309,83,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1112.png
1113,313,68,333,90,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1113.png
1114,351,35,364,59,with_mask,maksssksksss3,400,271,maksssksksss3.xml,maksssksksss3.png,maksssksksss3-1114.png
1115,56,41,94,81,with_mask,maksssksksss30,400,242,maksssksksss30.xml,maksssksksss30.png,maksssksksss30-1115.png
1116,119,61,146,87,without_mask,maksssksksss30,400,242,maksssksksss30.xml,maksssksksss30.png,maksssksksss30-1116.png
1117,166,59,196,83,with_mask,maksssksksss30,400,242,maksssksksss30.xml,maksssksksss30.png,maksssksksss30-1117.png
1118,220,31,249,64,with_mask,maksssksksss30,400,242,maksssksksss30.xml,maksssksksss30.png,maksssksksss30-1118.png
1119,262,66,290,95,with_mask,maksssksksss30,400,242,maksssksksss30.xml,maksssksksss30.png,maksssksksss30-1119.png
1120,292,58,318,86,without_mask,maksssksksss30,400,242,maksssksksss30.xml,maksssksksss30.png,maksssksksss30-1120.png
1121,334,131,365,161,with_mask,maksssksksss30,400,242,maksssksksss30.xml,maksssksksss30.png,maksssksksss30-1121.png
1122,82,159,180,272,with_mask,maksssksksss300,301,400,maksssksksss300.xml,maksssksksss300.png,maksssksksss300-1122.png
1123,146,43,174,72,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1123.png
1124,205,77,228,102,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1124.png
1125,90,176,143,225,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1125.png
1126,191,196,240,225,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1126.png
1127,325,34,348,58,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1127.png
1128,246,24,272,47,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1128.png
1129,279,22,303,51,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1129.png
1130,193,43,219,72,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1130.png
1131,207,3,217,20,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1131.png
1132,155,11,173,30,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1132.png
1133,103,1,115,15,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1133.png
1134,55,12,73,29,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1134.png
1135,11,21,31,36,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1135.png
1136,77,6,89,20,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1136.png
1137,308,1,324,19,with_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1137.png
1138,85,19,100,37,without_mask,maksssksksss301,400,225,maksssksksss301.xml,maksssksksss301.png,maksssksksss301-1138.png
1139,199,124,242,169,with_mask,maksssksksss302,400,226,maksssksksss302.xml,maksssksksss302.png,maksssksksss302-1139.png
1140,149,28,190,84,with_mask,maksssksksss302,400,226,maksssksksss302.xml,maksssksksss302.png,maksssksksss302-1140.png
1141,266,52,278,69,without_mask,maksssksksss302,400,226,maksssksksss302.xml,maksssksksss302.png,maksssksksss302-1141.png
1142,92,66,110,81,with_mask,maksssksksss303,400,225,maksssksksss303.xml,maksssksksss303.png,maksssksksss303-1142.png
1143,239,40,256,58,with_mask,maksssksksss303,400,225,maksssksksss303.xml,maksssksksss303.png,maksssksksss303-1143.png
1144,202,61,246,103,with_mask,maksssksksss304,400,282,maksssksksss304.xml,maksssksksss304.png,maksssksksss304-1144.png
1145,190,115,224,150,with_mask,maksssksksss304,400,282,maksssksksss304.xml,maksssksksss304.png,maksssksksss304-1145.png
1146,207,120,223,135,with_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1146.png
1147,306,139,321,152,with_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1147.png
1148,343,141,359,155,without_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1148.png
1149,280,128,295,141,without_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1149.png
1150,256,118,270,130,without_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1150.png
1151,182,118,195,133,without_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1151.png
1152,139,116,155,130,without_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1152.png
1153,171,113,184,125,without_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1153.png
1154,72,114,89,129,mask_incorrectly_worn,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1154.png
1155,107,114,120,129,mask_incorrectly_worn,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1155.png
1156,94,161,107,175,mask_incorrectly_worn,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1156.png
1157,239,122,255,137,mask_incorrectly_worn,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1157.png
1158,25,128,33,137,with_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1158.png
1159,333,134,342,142,without_mask,maksssksksss305,400,300,maksssksksss305.xml,maksssksksss305.png,maksssksksss305-1159.png
1160,143,181,254,321,with_mask,maksssksksss306,301,400,maksssksksss306.xml,maksssksksss306.png,maksssksksss306-1160.png
1161,3,65,96,163,mask_incorrectly_worn,maksssksksss307,400,226,maksssksksss307.xml,maksssksksss307.png,maksssksksss307-1161.png
1162,146,28,249,140,with_mask,maksssksksss307,400,226,maksssksksss307.xml,maksssksksss307.png,maksssksksss307-1162.png
1163,287,180,343,225,without_mask,maksssksksss307,400,226,maksssksksss307.xml,maksssksksss307.png,maksssksksss307-1163.png
1164,209,64,232,84,with_mask,maksssksksss308,400,200,maksssksksss308.xml,maksssksksss308.png,maksssksksss308-1164.png
1165,238,53,261,77,with_mask,maksssksksss308,400,200,maksssksksss308.xml,maksssksksss308.png,maksssksksss308-1165.png
1166,270,77,286,96,with_mask,maksssksksss308,400,200,maksssksksss308.xml,maksssksksss308.png,maksssksksss308-1166.png
1167,109,50,172,114,mask_incorrectly_worn,maksssksksss309,267,400,maksssksksss309.xml,maksssksksss309.png,maksssksksss309-1167.png
1168,209,90,278,165,with_mask,maksssksksss31,400,267,maksssksksss31.xml,maksssksksss31.png,maksssksksss31-1168.png
1169,144,60,202,135,with_mask,maksssksksss31,400,267,maksssksksss31.xml,maksssksksss31.png,maksssksksss31-1169.png
1170,21,32,44,59,with_mask,maksssksksss310,400,267,maksssksksss310.xml,maksssksksss310.png,maksssksksss310-1170.png
1171,63,37,85,60,with_mask,maksssksksss310,400,267,maksssksksss310.xml,maksssksksss310.png,maksssksksss310-1171.png
